tgrep.id	entire.sentence	Sentence_type	DE_operator	Numeral	And_test	Or_both_test	Actually_test	Disjunct_relation	Disjunct_individuation	Or_not	
96713:55	"there was something on t v the other day that said that fewer than one or two percent of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country."	declarative	not available	num	change	not available	change	A~B	same	no	
136285:25	"been pulling them up, huh, or just loosening them until the rain came in."	declarative	not available	nonum	nochange	change	nochange	A>B	same	no	
172843:32	"i'm, i'm five or six mumblex years before i'm eligible to retire"	declarative	not available	num	change	not available	change	A~B	same	no	
158123:56	"well, i, i don't know if that would really work that way or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
43156:41	"basically, i like to mow the lawn, believe it or not,"	declarative	not available	nonum	change	not available	change	A~B	different	yes	
54952:27	"is that the one set in the fifties, or sixties."	interrogative	not available	num	change	change	change	A~B	same	no	
74620:92	"if we paid them more, it would attract more the, the higher educated people to, to either move into that field or to continue in that field."	declarative	not available	nonum	change	nochange	change	A~B	different	no	
2700:39	"but, you know, i don't know if they do or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
53606:55	"apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too."	declarative	wh	nonum	change	nochange	nochange	A<B	different	no	
70391:41	"and there's a flash flood watch and, more rain for the next three or four days."	declarative	not available	num	change	not available	change	A~B	same	no	
18419:16	"they have A-Bout two or three acres of land on lake front property, on a, on the side of a hill."	declarative	not available	num	change	not available	change	A~B	same	no	
139490:160	"now i've done it with, where you put, you cook the ri-, well, i guess you probA-Bly could do it same way, but cook the rice and then take a can of like cream of mushroom soup or cream of chicken soup, and put a little bit of white wine in it."	declarative	not available	nonum	change	change	change	A~B	same	no	
166599:24	i'll just buy it somewhere else or not buy it at all.	declarative	not available	nonum	change	not available	change	A~B	different	no	
22485:34	"i usually ended snagging my, uh, fishing partners or the trees along the bank."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
30887:42	"you know they're usually not, not that great or didn't do that great anyway."	declarative	not available	nonum	nochange	nochange	nochange	A<B	same	no	
102453:33	"do you usually go out, uh, with the children or without them."	interrogative	not available	nonum	change	not available	change	A~B	different	no	
4496:104	"now do you think that's because they've realized that for whole health, that, the, you know, you have to have that combination, or that people are motivated that way so that they've incorporated that into their program."	interrogative	not available	nonum	change	nochange	nochange	A~B	different	no	
39760:67	"and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe,"	declarative	relclause	nonum	nochange	nochange	change	A~B	same	no	
136406:56	"well, it, uh, depending on its moisture content, it either swells up or shrinks,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
1214:60	"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
18011:37	"i don't know if he's still on any more or not,"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
52336:38	"i've, we've seen that two or three times."	declarative	not available	num	change	not available	change	A~B	same	no	
112139:60	"and yet, i mean, did you ever in your life when you were little know anybody or hear anything of anything like this."	interrogative	not available	nonum	change	nochange	nochange	A>B	different	no	
120725:45	"they um, ours would still back up to the dog or cat when he got mad and try to perfume them,"	declarative	not available	nonum	change	change	change	A~B	same	no	
14012:39	"you know, kids seem like when they get ten or twelve years old they fall out of that,"	declarative	wh	num	change	not available	change	A~B	same	no	
48372:46	"i don't know if that's a large percentage of, uh, crime or not"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
148624:46	"i, i took one class A-Bout, i guess three or four years ago"	declarative	not available	num	change	not available	change	A~B	same	no	
139715:64	"it was al-, almost always at least one cat, sometimes, you know, like fifteen or twenty."	declarative	not available	num	change	not available	change	A~B	same	no	
171214:55	"the trials are helda by a panel of three, uh, three or four judges who are,"	declarative	not available	num	change	not available	change	A~B	same	no	
134333:22	we don't even have any concrete or asphalt.	declarative	negation	nonum	change	not available	change	A~B	same	no	
142727:53	"but a little bit from three, you know, from thirty million dollars or thirty-five mil-, that's a lot of money."	declarative	not available	num	change	not available	change	A~B	same	no	
98714:63	"and, well, uh, since now i'm in my mid-forties, when i was in grad school or when i was an undergraduate growing up in a more rural area i thought, you know, crime was, was reasonA-Bly unknown and just the situation that's developed with the, the drug aspect of, uh uh, the pushers, the dealers and the addicts, uh,"	declarative	wh	nonum	nochange	not available	change	A~B	same	no	
28388:46	"not only do i do p c type things like, uh, using lotus or word processors,"	declarative	not available	nonum	nochange	nochange	change	A>B	same	no	
121641:28	i don't know if you know her or not.	declarative	wh	nonum	change	not available	change	A~B	different	yes	
63429:67	"well, does it cost money like to use the, to exercise in the weight room or to, uh, to tak-, to go swimming."	interrogative	not available	nonum	nochange	nochange	change	A~B	same	no	
85982:21	"and i don't see any winners or losers,"	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
132029:43	"and there is a little bitty mall that looks kind of like, or, strip kind of center."	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
152800:99	"and you know it's, it's more like the news shows is now is now you know an entertainment show like a sitcom or like the news, because they would always have like the wonderful investigative reports, you know, is your kid's bus driver smoking crack, on the way to school, you know."	declarative	not available	nonum	change	not available	change	A~B	same	no	
